IP地址	端口	TLS	数据中心	地区	城市	网络延迟	测速 MB/s
47.236.117.48	80	FALSE	SIN	Asia Pacific	Singapore	251 ms	5248 kB/s
47.245.86.230	80	FALSE	SIN	Asia Pacific	Singapore	232 ms	5241 kB/s
47.237.100.206	2086	FALSE	SIN	Asia Pacific	Singapore	244 ms	5214 kB/s
8.210.245.224	2082	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	5206 kB/s
8.218.211.17	2052	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	5204 kB/s
47.236.5.223	2082	FALSE	SIN	Asia Pacific	Singapore	217 ms	5201 kB/s
47.237.11.182	8080	FALSE	SIN	Asia Pacific	Singapore	214 ms	5193 kB/s
47.237.14.220	80	FALSE	SIN	Asia Pacific	Singapore	213 ms	5171 kB/s
47.236.172.95	80	FALSE	SIN	Asia Pacific	Singapore	236 ms	5167 kB/s
47.236.172.71	80	FALSE	SIN	Asia Pacific	Singapore	216 ms	5156 kB/s
8.217.91.121	2052	FALSE	HKG	Asia Pacific	Hong Kong	68 ms	5153 kB/s
47.236.118.216	2086	FALSE	SIN	Asia Pacific	Singapore	236 ms	5150 kB/s
47.236.80.110	2086	FALSE	SIN	Asia Pacific	Singapore	212 ms	5139 kB/s
47.237.95.146	2095	FALSE	SIN	Asia Pacific	Singapore	216 ms	5135 kB/s
47.236.202.91	2052	FALSE	SIN	Asia Pacific	Singapore	224 ms	5132 kB/s
47.237.95.13	2095	FALSE	SIN	Asia Pacific	Singapore	218 ms	5120 kB/s
47.237.82.15	80	FALSE	SIN	Asia Pacific	Singapore	211 ms	5117 kB/s
47.236.144.156	8080	FALSE	SIN	Asia Pacific	Singapore	219 ms	5108 kB/s
47.237.0.31	2095	FALSE	SIN	Asia Pacific	Singapore	214 ms	5106 kB/s
47.236.144.156	8880	FALSE	SIN	Asia Pacific	Singapore	219 ms	5100 kB/s
47.236.169.164	80	FALSE	SIN	Asia Pacific	Singapore	222 ms	5099 kB/s
47.236.144.196	2082	FALSE	SIN	Asia Pacific	Singapore	223 ms	5099 kB/s
47.236.87.246	2082	FALSE	SIN	Asia Pacific	Singapore	215 ms	5095 kB/s
47.237.11.182	80	FALSE	SIN	Asia Pacific	Singapore	218 ms	5092 kB/s
47.236.97.90	2082	FALSE	SIN	Asia Pacific	Singapore	211 ms	5092 kB/s
47.236.118.216	2052	FALSE	SIN	Asia Pacific	Singapore	235 ms	5089 kB/s
47.237.10.1	2082	FALSE	SIN	Asia Pacific	Singapore	234 ms	5086 kB/s
47.236.202.91	80	FALSE	SIN	Asia Pacific	Singapore	227 ms	5078 kB/s
47.236.144.48	8080	FALSE	SIN	Asia Pacific	Singapore	211 ms	5076 kB/s
47.236.145.85	80	FALSE	SIN	Asia Pacific	Singapore	218 ms	5056 kB/s
47.236.145.85	2052	FALSE	SIN	Asia Pacific	Singapore	219 ms	5055 kB/s
47.236.121.23	2095	FALSE	SIN	Asia Pacific	Singapore	238 ms	5048 kB/s
47.242.54.157	80	FALSE	HKG	Asia Pacific	Hong Kong	71 ms	5042 kB/s
47.237.11.182	2052	FALSE	SIN	Asia Pacific	Singapore	237 ms	5041 kB/s
8.210.245.224	80	FALSE	HKG	Asia Pacific	Hong Kong	65 ms	5039 kB/s
47.236.104.11	8080	FALSE	SIN	Asia Pacific	Singapore	234 ms	5038 kB/s
47.236.97.90	2095	FALSE	SIN	Asia Pacific	Singapore	223 ms	5037 kB/s
47.236.237.90	2086	FALSE	SIN	Asia Pacific	Singapore	213 ms	5036 kB/s
47.236.149.107	2082	FALSE	SIN	Asia Pacific	Singapore	220 ms	5029 kB/s
47.236.117.48	2052	FALSE	SIN	Asia Pacific	Singapore	248 ms	5026 kB/s
47.236.237.90	2095	FALSE	SIN	Asia Pacific	Singapore	232 ms	5022 kB/s
47.236.205.188	8080	FALSE	SIN	Asia Pacific	Singapore	244 ms	5017 kB/s
47.245.86.230	2052	FALSE	SIN	Asia Pacific	Singapore	250 ms	5014 kB/s
47.236.144.48	2052	FALSE	SIN	Asia Pacific	Singapore	255 ms	5009 kB/s
47.237.14.220	8080	FALSE	SIN	Asia Pacific	Singapore	209 ms	5001 kB/s
47.237.14.220	2095	FALSE	SIN	Asia Pacific	Singapore	235 ms	5000 kB/s
8.217.121.207	2095	FALSE	HKG	Asia Pacific	Hong Kong	65 ms	4995 kB/s
47.236.171.205	2095	FALSE	SIN	Asia Pacific	Singapore	211 ms	4994 kB/s
8.218.22.210	2095	FALSE	HKG	Asia Pacific	Hong Kong	66 ms	4991 kB/s
47.236.144.48	80	FALSE	SIN	Asia Pacific	Singapore	218 ms	4987 kB/s
47.237.95.13	2082	FALSE	SIN	Asia Pacific	Singapore	216 ms	4984 kB/s
47.76.33.40	2052	FALSE	HKG	Asia Pacific	Hong Kong	66 ms	4982 kB/s
47.76.204.76	2095	FALSE	HKG	Asia Pacific	Hong Kong	59 ms	4978 kB/s
47.236.180.51	80	FALSE	SIN	Asia Pacific	Singapore	257 ms	4969 kB/s
47.236.144.208	2082	FALSE	SIN	Asia Pacific	Singapore	220 ms	4961 kB/s
47.237.0.31	80	FALSE	SIN	Asia Pacific	Singapore	212 ms	4960 kB/s
47.237.95.140	8080	FALSE	SIN	Asia Pacific	Singapore	249 ms	4958 kB/s
47.237.95.140	80	FALSE	SIN	Asia Pacific	Singapore	244 ms	4957 kB/s
8.217.91.121	2095	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	4954 kB/s
47.236.104.11	80	FALSE	SIN	Asia Pacific	Singapore	223 ms	4951 kB/s
47.236.168.17	2086	FALSE	SIN	Asia Pacific	Singapore	216 ms	4943 kB/s
8.210.207.214	2086	FALSE	HKG	Asia Pacific	Hong Kong	60 ms	4941 kB/s
47.237.94.140	8080	FALSE	SIN	Asia Pacific	Singapore	212 ms	4935 kB/s
47.236.97.90	8080	FALSE	SIN	Asia Pacific	Singapore	216 ms	4934 kB/s
47.242.176.237	2082	FALSE	HKG	Asia Pacific	Hong Kong	61 ms	4933 kB/s
47.237.83.20	8880	FALSE	SIN	Asia Pacific	Singapore	214 ms	4924 kB/s
8.218.53.110	2082	FALSE	HKG	Asia Pacific	Hong Kong	64 ms	4910 kB/s
47.236.172.71	2086	FALSE	SIN	Asia Pacific	Singapore	226 ms	4904 kB/s
47.236.172.71	8080	FALSE	SIN	Asia Pacific	Singapore	229 ms	4900 kB/s
47.236.149.107	8880	FALSE	SIN	Asia Pacific	Singapore	231 ms	4897 kB/s
47.236.17.193	80	FALSE	SIN	Asia Pacific	Singapore	231 ms	4897 kB/s
47.236.169.15	2052	FALSE	SIN	Asia Pacific	Singapore	227 ms	4889 kB/s
47.236.5.223	8880	FALSE	SIN	Asia Pacific	Singapore	224 ms	4878 kB/s
47.237.81.112	80	FALSE	SIN	Asia Pacific	Singapore	234 ms	4873 kB/s
47.237.100.206	80	FALSE	SIN	Asia Pacific	Singapore	216 ms	4872 kB/s
47.237.95.140	2082	FALSE	SIN	Asia Pacific	Singapore	209 ms	4867 kB/s
47.237.82.15	2052	FALSE	SIN	Asia Pacific	Singapore	217 ms	4864 kB/s
47.236.168.17	2052	FALSE	SIN	Asia Pacific	Singapore	213 ms	4864 kB/s
47.236.144.196	8880	FALSE	SIN	Asia Pacific	Singapore	223 ms	4850 kB/s
47.236.168.17	8080	FALSE	SIN	Asia Pacific	Singapore	213 ms	4850 kB/s
47.236.144.196	2086	FALSE	SIN	Asia Pacific	Singapore	247 ms	4838 kB/s
47.236.87.246	2086	FALSE	SIN	Asia Pacific	Singapore	218 ms	4813 kB/s
47.236.10.182	2086	FALSE	SIN	Asia Pacific	Singapore	238 ms	4803 kB/s
47.238.40.58	2082	FALSE	HKG	Asia Pacific	Hong Kong	70 ms	4802 kB/s
47.237.95.13	80	FALSE	SIN	Asia Pacific	Singapore	220 ms	4797 kB/s
47.237.0.31	8880	FALSE	SIN	Asia Pacific	Singapore	226 ms	4796 kB/s
47.237.86.185	2086	FALSE	SIN	Asia Pacific	Singapore	229 ms	4796 kB/s
47.237.95.13	2052	FALSE	SIN	Asia Pacific	Singapore	215 ms	4793 kB/s
47.236.144.208	8880	FALSE	SIN	Asia Pacific	Singapore	226 ms	4790 kB/s
47.236.168.17	80	FALSE	SIN	Asia Pacific	Singapore	242 ms	4786 kB/s
47.236.83.239	2086	FALSE	SIN	Asia Pacific	Singapore	216 ms	4782 kB/s
47.237.86.185	2052	FALSE	SIN	Asia Pacific	Singapore	235 ms	4780 kB/s
47.236.169.15	8080	FALSE	SIN	Asia Pacific	Singapore	224 ms	4779 kB/s
47.236.117.48	2095	FALSE	SIN	Asia Pacific	Singapore	240 ms	4771 kB/s
47.236.237.90	2082	FALSE	SIN	Asia Pacific	Singapore	209 ms	4766 kB/s
47.236.117.48	8880	FALSE	SIN	Asia Pacific	Singapore	237 ms	4754 kB/s
47.236.166.131	2052	FALSE	SIN	Asia Pacific	Singapore	228 ms	4747 kB/s
47.242.234.127	2095	FALSE	HKG	Asia Pacific	Hong Kong	61 ms	4746 kB/s
47.237.10.1	80	FALSE	SIN	Asia Pacific	Singapore	218 ms	4737 kB/s
47.236.104.11	8880	FALSE	SIN	Asia Pacific	Singapore	252 ms	4734 kB/s
47.236.171.205	80	FALSE	SIN	Asia Pacific	Singapore	253 ms	4726 kB/s
47.236.169.141	2086	FALSE	SIN	Asia Pacific	Singapore	217 ms	4720 kB/s
47.236.123.133	2095	FALSE	SIN	Asia Pacific	Singapore	241 ms	4719 kB/s
47.237.92.26	8880	FALSE	SIN	Asia Pacific	Singapore	226 ms	4712 kB/s
47.236.172.95	2095	FALSE	SIN	Asia Pacific	Singapore	209 ms	4700 kB/s
47.236.75.113	2082	FALSE	SIN	Asia Pacific	Singapore	228 ms	4683 kB/s
47.236.75.113	8880	FALSE	SIN	Asia Pacific	Singapore	219 ms	4680 kB/s
47.237.81.112	8880	FALSE	SIN	Asia Pacific	Singapore	228 ms	4677 kB/s
47.236.83.239	2052	FALSE	SIN	Asia Pacific	Singapore	238 ms	4676 kB/s
47.237.92.26	2086	FALSE	SIN	Asia Pacific	Singapore	227 ms	4672 kB/s
47.236.144.208	2052	FALSE	SIN	Asia Pacific	Singapore	212 ms	4667 kB/s
47.236.165.25	2082	FALSE	SIN	Asia Pacific	Singapore	216 ms	4666 kB/s
47.237.95.140	2052	FALSE	SIN	Asia Pacific	Singapore	211 ms	4662 kB/s
47.236.104.11	2086	FALSE	SIN	Asia Pacific	Singapore	235 ms	4653 kB/s
47.242.54.157	8080	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	4650 kB/s
47.237.92.26	8080	FALSE	SIN	Asia Pacific	Singapore	212 ms	4647 kB/s
47.236.180.51	2082	FALSE	SIN	Asia Pacific	Singapore	221 ms	4641 kB/s
47.236.180.51	8880	FALSE	SIN	Asia Pacific	Singapore	228 ms	4637 kB/s
47.236.104.11	2082	FALSE	SIN	Asia Pacific	Singapore	242 ms	4624 kB/s
47.237.95.13	8880	FALSE	SIN	Asia Pacific	Singapore	215 ms	4622 kB/s
47.236.5.223	2095	FALSE	SIN	Asia Pacific	Singapore	221 ms	4615 kB/s
47.236.172.71	8880	FALSE	SIN	Asia Pacific	Singapore	224 ms	4610 kB/s
47.236.121.23	8880	FALSE	SIN	Asia Pacific	Singapore	251 ms	4606 kB/s
47.236.169.164	8880	FALSE	SIN	Asia Pacific	Singapore	227 ms	4601 kB/s
47.236.10.100	2086	FALSE	SIN	Asia Pacific	Singapore	241 ms	4592 kB/s
47.236.172.95	8880	FALSE	SIN	Asia Pacific	Singapore	208 ms	4587 kB/s
8.210.48.107	2095	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	4580 kB/s
47.236.171.205	8080	FALSE	SIN	Asia Pacific	Singapore	221 ms	4580 kB/s
8.218.188.129	8080	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	4561 kB/s
8.210.207.214	80	FALSE	HKG	Asia Pacific	Hong Kong	59 ms	4538 kB/s
47.236.180.51	8080	FALSE	SIN	Asia Pacific	Singapore	209 ms	4533 kB/s
47.236.83.239	8880	FALSE	SIN	Asia Pacific	Singapore	217 ms	4522 kB/s
47.236.9.152	80	FALSE	SIN	Asia Pacific	Singapore	220 ms	4517 kB/s
47.236.144.156	2086	FALSE	SIN	Asia Pacific	Singapore	210 ms	4514 kB/s
47.236.202.91	8880	FALSE	SIN	Asia Pacific	Singapore	221 ms	4509 kB/s
47.236.144.208	8080	FALSE	SIN	Asia Pacific	Singapore	225 ms	4505 kB/s
8.218.2.181	2086	FALSE	HKG	Asia Pacific	Hong Kong	60 ms	4504 kB/s
47.236.166.131	80	FALSE	SIN	Asia Pacific	Singapore	233 ms	4496 kB/s
8.217.232.246	8880	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	4492 kB/s
47.237.14.220	2086	FALSE	SIN	Asia Pacific	Singapore	215 ms	4478 kB/s
47.236.118.216	2082	FALSE	SIN	Asia Pacific	Singapore	243 ms	4477 kB/s
47.236.166.131	2095	FALSE	SIN	Asia Pacific	Singapore	224 ms	4473 kB/s
47.237.94.140	8880	FALSE	SIN	Asia Pacific	Singapore	210 ms	4469 kB/s
8.218.136.25	2052	FALSE	HKG	Asia Pacific	Hong Kong	66 ms	4467 kB/s
8.217.193.25	80	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	4459 kB/s
47.237.95.156	8880	FALSE	SIN	Asia Pacific	Singapore	218 ms	4450 kB/s
47.236.169.164	8080	FALSE	SIN	Asia Pacific	Singapore	214 ms	4447 kB/s
47.236.165.25	2095	FALSE	SIN	Asia Pacific	Singapore	239 ms	4447 kB/s
47.236.75.113	2052	FALSE	SIN	Asia Pacific	Singapore	242 ms	4446 kB/s
47.236.144.208	2095	FALSE	SIN	Asia Pacific	Singapore	219 ms	4437 kB/s
47.236.118.216	80	FALSE	SIN	Asia Pacific	Singapore	241 ms	4437 kB/s
47.236.121.23	8080	FALSE	SIN	Asia Pacific	Singapore	222 ms	4431 kB/s
47.236.149.107	80	FALSE	SIN	Asia Pacific	Singapore	218 ms	4430 kB/s
47.236.168.17	8880	FALSE	SIN	Asia Pacific	Singapore	215 ms	4427 kB/s
47.236.144.196	8080	FALSE	SIN	Asia Pacific	Singapore	229 ms	4412 kB/s
47.236.17.193	8080	FALSE	SIN	Asia Pacific	Singapore	211 ms	4410 kB/s
47.76.204.76	2086	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	4409 kB/s
47.237.94.140	80	FALSE	SIN	Asia Pacific	Singapore	228 ms	4406 kB/s
47.236.10.100	2052	FALSE	SIN	Asia Pacific	Singapore	240 ms	4405 kB/s
8.218.22.210	8880	FALSE	HKG	Asia Pacific	Hong Kong	69 ms	4401 kB/s
47.242.232.14	2095	FALSE	HKG	Asia Pacific	Hong Kong	61 ms	4393 kB/s
47.236.9.152	2082	FALSE	SIN	Asia Pacific	Singapore	219 ms	4386 kB/s
47.236.80.110	2082	FALSE	SIN	Asia Pacific	Singapore	210 ms	4378 kB/s
47.243.107.148	2082	FALSE	HKG	Asia Pacific	Hong Kong	65 ms	4377 kB/s
8.217.149.28	80	FALSE	HKG	Asia Pacific	Hong Kong	65 ms	4369 kB/s
47.237.83.20	2095	FALSE	SIN	Asia Pacific	Singapore	231 ms	4369 kB/s
47.236.10.182	8880	FALSE	SIN	Asia Pacific	Singapore	226 ms	4366 kB/s
8.218.207.169	2086	FALSE	HKG	Asia Pacific	Hong Kong	62 ms	4363 kB/s
47.236.10.182	2052	FALSE	SIN	Asia Pacific	Singapore	239 ms	4363 kB/s
47.243.27.217	2052	FALSE	HKG	Asia Pacific	Hong Kong	64 ms	4353 kB/s
47.236.166.131	2086	FALSE	SIN	Asia Pacific	Singapore	216 ms	4343 kB/s
47.236.104.11	2095	FALSE	SIN	Asia Pacific	Singapore	230 ms	4342 kB/s
47.243.5.154	2095	FALSE	HKG	Asia Pacific	Hong Kong	66 ms	4341 kB/s
47.237.95.13	8080	FALSE	SIN	Asia Pacific	Singapore	212 ms	4338 kB/s
47.236.9.152	2086	FALSE	SIN	Asia Pacific	Singapore	215 ms	4336 kB/s
47.237.95.146	8080	FALSE	SIN	Asia Pacific	Singapore	216 ms	4317 kB/s
47.236.168.17	2095	FALSE	SIN	Asia Pacific	Singapore	212 ms	4294 kB/s
47.236.10.100	8080	FALSE	SIN	Asia Pacific	Singapore	273 ms	4276 kB/s
47.237.82.15	8080	FALSE	SIN	Asia Pacific	Singapore	211 ms	4276 kB/s
47.237.95.156	8080	FALSE	SIN	Asia Pacific	Singapore	216 ms	4274 kB/s
47.236.97.90	2052	FALSE	SIN	Asia Pacific	Singapore	219 ms	4266 kB/s
47.236.146.249	2052	FALSE	SIN	Asia Pacific	Singapore	211 ms	4263 kB/s
47.236.149.107	8080	FALSE	SIN	Asia Pacific	Singapore	232 ms	4261 kB/s
8.217.91.121	8080	FALSE	HKG	Asia Pacific	Hong Kong	68 ms	4257 kB/s
47.236.121.23	2082	FALSE	SIN	Asia Pacific	Singapore	239 ms	4241 kB/s
47.236.205.188	2095	FALSE	SIN	Asia Pacific	Singapore	224 ms	4238 kB/s
47.236.123.133	2052	FALSE	SIN	Asia Pacific	Singapore	225 ms	4236 kB/s
47.237.11.182	2095	FALSE	SIN	Asia Pacific	Singapore	219 ms	4235 kB/s
47.237.83.20	8080	FALSE	SIN	Asia Pacific	Singapore	221 ms	4235 kB/s
47.236.123.133	2086	FALSE	SIN	Asia Pacific	Singapore	234 ms	4230 kB/s
47.237.95.140	2095	FALSE	SIN	Asia Pacific	Singapore	223 ms	4228 kB/s
47.236.75.113	2086	FALSE	SIN	Asia Pacific	Singapore	224 ms	4227 kB/s
47.236.83.239	2082	FALSE	SIN	Asia Pacific	Singapore	211 ms	4225 kB/s
47.236.149.107	2052	FALSE	SIN	Asia Pacific	Singapore	224 ms	4214 kB/s
47.236.10.182	2095	FALSE	SIN	Asia Pacific	Singapore	242 ms	4208 kB/s
47.236.170.54	2086	FALSE	SIN	Asia Pacific	Singapore	218 ms	4204 kB/s
47.236.205.188	8880	FALSE	SIN	Asia Pacific	Singapore	216 ms	4204 kB/s
47.236.123.133	8880	FALSE	SIN	Asia Pacific	Singapore	232 ms	4193 kB/s
47.237.94.140	2052	FALSE	SIN	Asia Pacific	Singapore	219 ms	4193 kB/s
47.236.150.13	2086	FALSE	SIN	Asia Pacific	Singapore	236 ms	4170 kB/s
47.237.0.31	2086	FALSE	SIN	Asia Pacific	Singapore	254 ms	4160 kB/s
47.237.100.206	2052	FALSE	SIN	Asia Pacific	Singapore	224 ms	4154 kB/s
47.237.94.140	2095	FALSE	SIN	Asia Pacific	Singapore	213 ms	4148 kB/s
47.236.169.164	2086	FALSE	SIN	Asia Pacific	Singapore	212 ms	4145 kB/s
47.237.86.185	8080	FALSE	SIN	Asia Pacific	Singapore	221 ms	4134 kB/s
8.210.146.108	8080	FALSE	HKG	Asia Pacific	Hong Kong	61 ms	4132 kB/s
47.236.237.90	80	FALSE	SIN	Asia Pacific	Singapore	211 ms	4130 kB/s
47.236.237.90	8880	FALSE	SIN	Asia Pacific	Singapore	225 ms	4124 kB/s
8.210.9.129	2082	FALSE	HKG	Asia Pacific	Hong Kong	58 ms	4121 kB/s
47.242.234.127	8080	FALSE	HKG	Asia Pacific	Hong Kong	60 ms	4101 kB/s
47.236.123.133	80	FALSE	SIN	Asia Pacific	Singapore	263 ms	4100 kB/s
47.236.144.48	2095	FALSE	SIN	Asia Pacific	Singapore	211 ms	4095 kB/s
47.242.202.230	8080	FALSE	HKG	Asia Pacific	Hong Kong	56 ms	4080 kB/s
47.236.166.131	2082	FALSE	SIN	Asia Pacific	Singapore	219 ms	4076 kB/s
47.236.180.51	2086	FALSE	SIN	Asia Pacific	Singapore	211 ms	4071 kB/s
8.218.136.25	2095	FALSE	HKG	Asia Pacific	Hong Kong	59 ms	4049 kB/s
47.236.9.152	8080	FALSE	SIN	Asia Pacific	Singapore	218 ms	4045 kB/s
47.236.172.95	2052	FALSE	SIN	Asia Pacific	Singapore	218 ms	4042 kB/s
47.236.169.141	80	FALSE	SIN	Asia Pacific	Singapore	240 ms	4034 kB/s
47.236.150.13	2052	FALSE	SIN	Asia Pacific	Singapore	247 ms	4033 kB/s
47.236.75.113	8080	FALSE	SIN	Asia Pacific	Singapore	218 ms	4031 kB/s
47.236.171.205	8880	FALSE	SIN	Asia Pacific	Singapore	212 ms	4029 kB/s
47.237.86.185	80	FALSE	SIN	Asia Pacific	Singapore	209 ms	4028 kB/s
47.236.83.239	2095	FALSE	SIN	Asia Pacific	Singapore	223 ms	4026 kB/s
8.218.22.210	2082	FALSE	HKG	Asia Pacific	Hong Kong	64 ms	4025 kB/s
8.218.146.204	8080	FALSE	HKG	Asia Pacific	Hong Kong	57 ms	3998 kB/s
8.218.8.142	8880	FALSE	HKG	Asia Pacific	Hong Kong	53 ms	3991 kB/s
47.237.94.140	2086	FALSE	SIN	Asia Pacific	Singapore	218 ms	3987 kB/s
8.210.146.108	2086	FALSE	HKG	Asia Pacific	Hong Kong	59 ms	3986 kB/s
47.236.172.71	2082	FALSE	SIN	Asia Pacific	Singapore	221 ms	3973 kB/s
47.236.169.164	2052	FALSE	SIN	Asia Pacific	Singapore	225 ms	3968 kB/s
47.236.17.193	2052	FALSE	SIN	Asia Pacific	Singapore	226 ms	3960 kB/s
47.242.252.237	8880	FALSE	HKG	Asia Pacific	Hong Kong	64 ms	3951 kB/s
47.237.0.31	2052	FALSE	SIN	Asia Pacific	Singapore	216 ms	3949 kB/s
47.236.117.48	8080	FALSE	SIN	Asia Pacific	Singapore	251 ms	3940 kB/s
47.236.118.216	2095	FALSE	SIN	Asia Pacific	Singapore	234 ms	3940 kB/s
47.242.176.237	2095	FALSE	HKG	Asia Pacific	Hong Kong	59 ms	3938 kB/s
8.218.146.204	2052	FALSE	HKG	Asia Pacific	Hong Kong	69 ms	3931 kB/s
47.242.252.237	8080	FALSE	HKG	Asia Pacific	Hong Kong	58 ms	3929 kB/s
47.236.146.249	80	FALSE	SIN	Asia Pacific	Singapore	218 ms	3929 kB/s
47.236.144.208	2086	FALSE	SIN	Asia Pacific	Singapore	216 ms	3914 kB/s
8.218.136.25	2086	FALSE	HKG	Asia Pacific	Hong Kong	64 ms	3910 kB/s
47.236.144.156	80	FALSE	SIN	Asia Pacific	Singapore	247 ms	3907 kB/s
8.210.9.129	2095	FALSE	HKG	Asia Pacific	Hong Kong	62 ms	3898 kB/s
8.218.136.25	8080	FALSE	HKG	Asia Pacific	Hong Kong	61 ms	3897 kB/s
47.237.100.206	8080	FALSE	SIN	Asia Pacific	Singapore	220 ms	3894 kB/s
8.218.146.204	2082	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	3893 kB/s
47.236.144.208	80	FALSE	SIN	Asia Pacific	Singapore	222 ms	3885 kB/s
47.236.75.113	2095	FALSE	SIN	Asia Pacific	Singapore	213 ms	3883 kB/s
47.242.252.237	2095	FALSE	HKG	Asia Pacific	Hong Kong	59 ms	3876 kB/s
47.243.107.148	2086	FALSE	HKG	Asia Pacific	Hong Kong	62 ms	3862 kB/s
47.236.75.113	80	FALSE	SIN	Asia Pacific	Singapore	215 ms	3859 kB/s
47.237.0.31	8080	FALSE	SIN	Asia Pacific	Singapore	236 ms	3838 kB/s
47.236.169.15	80	FALSE	SIN	Asia Pacific	Singapore	210 ms	3832 kB/s
8.218.122.55	2086	FALSE	HKG	Asia Pacific	Hong Kong	64 ms	3822 kB/s
47.236.104.11	2052	FALSE	SIN	Asia Pacific	Singapore	237 ms	3796 kB/s
47.236.237.90	2052	FALSE	SIN	Asia Pacific	Singapore	209 ms	3794 kB/s
47.237.92.26	2095	FALSE	SIN	Asia Pacific	Singapore	223 ms	3781 kB/s
47.242.202.230	2052	FALSE	HKG	Asia Pacific	Hong Kong	65 ms	3780 kB/s
47.236.144.48	2082	FALSE	SIN	Asia Pacific	Singapore	219 ms	3778 kB/s
8.218.188.129	8880	FALSE	HKG	Asia Pacific	Hong Kong	67 ms	3775 kB/s
47.242.232.14	80	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	3774 kB/s
47.236.205.188	80	FALSE	SIN	Asia Pacific	Singapore	237 ms	3773 kB/s
47.236.123.133	2082	FALSE	SIN	Asia Pacific	Singapore	222 ms	3763 kB/s
47.236.170.54	2095	FALSE	SIN	Asia Pacific	Singapore	218 ms	3751 kB/s
8.217.207.60	8880	FALSE	HKG	Asia Pacific	Hong Kong	58 ms	3732 kB/s
8.210.34.188	8880	FALSE	HKG	Asia Pacific	Hong Kong	60 ms	3731 kB/s
8.210.34.188	8080	FALSE	HKG	Asia Pacific	Hong Kong	60 ms	3726 kB/s
8.210.3.24	2052	FALSE	HKG	Asia Pacific	Hong Kong	62 ms	3724 kB/s
47.242.202.230	2086	FALSE	HKG	Asia Pacific	Hong Kong	61 ms	3712 kB/s
8.217.149.28	2086	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	3694 kB/s
47.237.95.156	2052	FALSE	SIN	Asia Pacific	Singapore	242 ms	3693 kB/s
8.217.193.25	8880	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	3672 kB/s
8.217.232.246	2082	FALSE	HKG	Asia Pacific	Hong Kong	68 ms	3671 kB/s
8.210.3.24	2095	FALSE	HKG	Asia Pacific	Hong Kong	61 ms	3657 kB/s
47.243.203.119	2052	FALSE	HKG	Asia Pacific	Hong Kong	58 ms	3656 kB/s
8.218.2.181	2095	FALSE	HKG	Asia Pacific	Hong Kong	62 ms	3641 kB/s
8.218.2.181	8880	FALSE	HKG	Asia Pacific	Hong Kong	62 ms	3639 kB/s
47.236.146.249	8080	FALSE	SIN	Asia Pacific	Singapore	210 ms	3626 kB/s
47.236.144.156	2082	FALSE	SIN	Asia Pacific	Singapore	223 ms	3623 kB/s
47.236.144.48	2086	FALSE	SIN	Asia Pacific	Singapore	222 ms	3621 kB/s
47.237.95.146	2086	FALSE	SIN	Asia Pacific	Singapore	211 ms	3615 kB/s
47.242.171.94	2095	FALSE	HKG	Asia Pacific	Hong Kong	67 ms	3614 kB/s
47.242.176.237	80	FALSE	HKG	Asia Pacific	Hong Kong	55 ms	3604 kB/s
47.243.203.119	2082	FALSE	HKG	Asia Pacific	Hong Kong	57 ms	3598 kB/s
8.218.207.169	8080	FALSE	HKG	Asia Pacific	Hong Kong	62 ms	3594 kB/s
8.218.136.25	80	FALSE	HKG	Asia Pacific	Hong Kong	61 ms	3582 kB/s
47.242.79.71	80	FALSE	HKG	Asia Pacific	Hong Kong	64 ms	3534 kB/s
47.237.95.146	2082	FALSE	SIN	Asia Pacific	Singapore	218 ms	3526 kB/s
47.242.171.94	8080	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	3519 kB/s
47.242.171.94	2082	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	3499 kB/s
47.243.203.119	2086	FALSE	HKG	Asia Pacific	Hong Kong	61 ms	3494 kB/s
47.243.203.119	2095	FALSE	HKG	Asia Pacific	Hong Kong	55 ms	3474 kB/s
47.236.172.71	2095	FALSE	SIN	Asia Pacific	Singapore	269 ms	3468 kB/s
47.237.95.156	2095	FALSE	SIN	Asia Pacific	Singapore	221 ms	3466 kB/s
47.236.150.13	2095	FALSE	SIN	Asia Pacific	Singapore	224 ms	3448 kB/s
8.210.156.6	8880	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	3441 kB/s
8.217.232.246	8080	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	3420 kB/s
47.236.125.62	2095	FALSE	NRT	Asia Pacific	Tokyo	301 ms	3419 kB/s
8.210.174.156	8080	FALSE	HKG	Asia Pacific	Hong Kong	63 ms	3419 kB/s
47.245.102.52	2086	FALSE	SIN	Asia Pacific	Singapore	225 ms	3418 kB/s
